Product ID,Product Name,Category,MRP (Maximum Retail Price),Selling Price,Discount Offered (%),Units Sold,Profit Margin (%),Region,Season,Customer Segment,Return Rate (%),Date of Sale
PROD01805,Atque Laptop,Grocery,26208.68,22423.73,14.44,29,16.35,East,Festive,Mid Income,7.61,2024-09-02
PROD01806,Debitis Mixer,Apparel,26645.46,13552.93,49.14,30,12.66,Central,Non-Festive,Mid Income,10.01,2024-12-14
PROD01807,Ad TV,Grocery,24649.69,24052.47,2.42,22,11.07,East,Non-Festive,Mid Income,11.28,2024-07-02
PROD01808,Dolore Oil,Grocery,22998.04,21310.84,7.34,15,21.46,East,Non-Festive,High Income,6.66,2024-07-10
PROD01809,Veritatis Shoes,Apparel,38750.53,29506.3,23.86,16,7.82,Tamil Nadu,Festive,High Income,7.54,2025-02-17
PROD01810,Doloremque Phone,Grocery,19445.33,16008.86,17.67,16,5.65,Central,Festive,Mid Income,9.52,2024-04-29
PROD01811,Earum Laptop,Grocery,10416.08,5284.96,49.26,13,15.34,West Bengal,Festive,Low Income,9.24,2025-04-20
PROD01812,Laboriosam Oil,Grocery,6864.91,5012.78,26.98,21,8.43,Maharashtra,Festive,High Income,7.28,2024-08-13
PROD01813,Nihil Jeans,Electronics,43991.02,23288.93,47.06,27,17.77,Maharashtra,Non-Festive,Low Income,3.8,2024-10-25
PROD01814,Quibusdam Phone,Grocery,43157.88,35026.49,18.84,18,18.75,Delhi,Festive,Mid Income,10.22,2024-05-29
PROD01815,Hic Snack,Electronics,12257.77,10590.15,13.6,26,9.14,East,Festive,High Income,5.82,2024-06-03
PROD01816,Ipsum Rice,Electronics,5998.42,5133.39,14.42,22,22.42,West Bengal,Non-Festive,Mid Income,6.87,2025-03-28
PROD01817,Iure Phone,Grocery,48026.9,32739.97,31.83,24,7.85,Central,Festive,Mid Income,7.88,2024-11-21
PROD01818,Adipisci Snack,Apparel,24152.64,16858.37,30.2,19,20.44,Karnataka,Festive,Low Income,7.02,2025-04-17
PROD01819,Quae Oil,Electronics,4759.52,3442.08,27.68,22,21.13,West,Non-Festive,High Income,9.93,2024-07-04
PROD01820,Optio Shoes,Electronics,10843.87,9818.74,9.45,21,25.24,North,Festive,Low Income,7.71,2024-12-21
PROD01821,Ut Shoes,Electronics,35217.56,30578.6,13.17,24,27.17,Delhi,Non-Festive,Low Income,4.48,2025-03-28
PROD01822,Assumenda Snack,Electronics,4157.68,3556.65,14.46,26,21.76,South,Festive,Low Income,14.36,2024-08-04
PROD01823,Tenetur Phone,Grocery,21709.9,12306.97,43.31,27,20.52,Tamil Nadu,Festive,High Income,14.8,2024-08-19
PROD01824,Blanditiis TV,Grocery,21436.39,12676.05,40.87,22,21.93,South,Festive,Mid Income,1.09,2024-09-10
PROD01825,Quidem Shirt,Apparel,34315.34,30797.56,10.25,22,18.19,West Bengal,Non-Festive,Low Income,10.12,2025-03-21
PROD01826,Eum Laptop,Grocery,10050.25,9314.44,7.32,15,20.42,Tamil Nadu,Non-Festive,High Income,13.3,2024-10-02
PROD01827,Hic Jeans,Grocery,49190.16,46678.02,5.11,22,27.65,East,Non-Festive,High Income,14.27,2024-09-21
PROD01828,Voluptatem Oil,Apparel,7848.42,7582.99,3.38,19,22.36,Delhi,Festive,High Income,12.19,2024-11-23
PROD01829,Quaerat Snack,Apparel,29958.48,15209.62,49.23,15,12.53,South,Non-Festive,Low Income,13.39,2024-11-13
PROD01830,Rem Laptop,Apparel,16472.3,9790.36,40.56,17,22.87,East,Festive,Low Income,5.35,2024-06-09
PROD01831,Totam Jeans,Electronics,6730.72,6673.75,0.85,13,7.27,West,Non-Festive,Mid Income,12.46,2025-02-15
PROD01832,Enim Shoes,Grocery,26990.29,26900.88,0.33,17,16.33,Central,Non-Festive,High Income,9.17,2025-03-14
PROD01833,Quaerat Oil,Grocery,8558.73,5606.31,34.5,10,14.83,West,Non-Festive,Low Income,6.38,2024-12-08
PROD01834,Vero Phone,Grocery,34024.45,28729.0,15.56,14,13.36,West,Festive,Low Income,12.13,2024-10-26
PROD01835,Provident Mixer,Electronics,1718.3,1633.29,4.95,21,20.58,Delhi,Non-Festive,High Income,3.31,2025-03-21
PROD01836,Expedita TV,Electronics,25568.69,19636.55,23.2,22,9.23,West,Festive,High Income,14.22,2024-12-26
PROD01837,Quidem Shoes,Apparel,11027.24,10923.37,0.94,23,28.55,Maharashtra,Non-Festive,High Income,6.93,2025-03-24
PROD01838,Velit Snack,Electronics,47504.73,37412.81,21.24,21,11.44,Tamil Nadu,Non-Festive,Mid Income,12.73,2025-01-13
PROD01839,Quos Phone,Apparel,35555.54,31331.94,11.88,26,22.34,Delhi,Non-Festive,Low Income,3.68,2024-08-20
PROD01840,Iste TV,Apparel,37788.57,32783.91,13.24,23,15.94,Tamil Nadu,Non-Festive,High Income,13.4,2025-03-26
PROD01841,Facere Shirt,Apparel,35296.97,30245.43,14.31,27,10.12,Tamil Nadu,Non-Festive,Mid Income,8.17,2024-08-09
PROD01842,Officiis Oil,Grocery,33328.18,28200.58,15.39,21,15.6,Tamil Nadu,Non-Festive,High Income,4.09,2024-09-23
PROD01843,Dignissimos Mixer,Grocery,6988.6,6918.57,1.0,21,14.06,Tamil Nadu,Festive,Mid Income,9.02,2024-11-20
PROD01844,Minus Mixer,Grocery,49871.68,35653.14,28.51,24,24.51,West,Non-Festive,High Income,1.11,2024-10-14
PROD01845,Sapiente Mixer,Apparel,32903.04,23889.42,27.39,19,21.46,Central,Non-Festive,Mid Income,5.4,2025-04-04
PROD01846,Dolorum Shoes,Grocery,44879.21,30275.36,32.54,12,25.83,East,Festive,Low Income,7.94,2024-09-20
PROD01847,Et Jeans,Grocery,25239.92,23221.79,8.0,28,6.04,Maharashtra,Non-Festive,High Income,7.9,2024-10-14
PROD01848,Perferendis Rice,Electronics,14369.96,7222.22,49.74,16,25.82,Delhi,Festive,Low Income,9.21,2024-06-28
PROD01849,Laudantium Mixer,Apparel,21917.74,20429.27,6.79,21,15.29,Karnataka,Non-Festive,Mid Income,0.65,2025-03-14
PROD01850,Dolor Laptop,Grocery,20018.06,11895.17,40.58,18,11.46,Tamil Nadu,Non-Festive,High Income,11.5,2025-03-12
PROD01851,Accusantium Oil,Apparel,896.37,797.61,11.02,17,10.1,Delhi,Festive,Low Income,1.4,2025-03-26
PROD01852,Natus Laptop,Electronics,33779.41,26364.21,21.95,17,13.67,North,Festive,Mid Income,14.11,2024-07-03
PROD01853,Ullam Shirt,Apparel,36908.6,30925.67,16.21,25,13.66,West,Festive,High Income,8.22,2024-05-31
PROD01854,Dicta Shoes,Apparel,2141.55,1812.06,15.39,17,8.56,South,Festive,High Income,14.71,2024-10-31
PROD01855,Nemo Shirt,Apparel,12372.57,9362.87,24.33,19,19.99,North,Festive,Low Income,2.73,2025-03-21
PROD01856,Nulla Jeans,Apparel,33255.37,29270.91,11.98,17,7.07,Central,Festive,High Income,11.64,2024-07-28
PROD01857,Modi Rice,Electronics,16162.55,11743.26,27.34,20,17.5,West Bengal,Festive,Low Income,8.74,2025-01-22
PROD01858,In Shoes,Apparel,46699.11,40845.79,12.53,21,14.79,Tamil Nadu,Non-Festive,Mid Income,12.54,2025-02-05
PROD01859,Voluptatibus Jeans,Grocery,5718.53,2936.7,48.65,21,25.38,West Bengal,Festive,Low Income,0.77,2024-06-09
PROD01860,Eligendi Snack,Grocery,46411.54,40855.84,11.97,17,10.51,South,Festive,Mid Income,5.48,2025-04-21
PROD01861,Fugiat TV,Grocery,45706.58,28232.45,38.23,16,19.0,Central,Non-Festive,Low Income,9.89,2025-04-18
PROD01862,Vel Phone,Grocery,47792.7,36568.17,23.49,17,7.95,North,Non-Festive,High Income,4.32,2024-06-18
PROD01863,Nemo Jeans,Apparel,3953.66,3878.7,1.9,20,22.92,Tamil Nadu,Non-Festive,Mid Income,13.63,2025-01-13
PROD01864,Occaecati Jeans,Electronics,13692.83,12647.36,7.64,18,13.12,Tamil Nadu,Festive,Mid Income,11.58,2024-06-12
PROD01865,Quidem Snack,Electronics,12640.86,6771.95,46.43,17,28.98,South,Non-Festive,High Income,5.58,2024-09-28
PROD01866,Repellat Oil,Grocery,44276.16,26116.62,41.01,22,27.67,East,Festive,High Income,2.25,2025-02-06
PROD01867,Modi Laptop,Grocery,40378.1,37467.88,7.21,26,16.97,Karnataka,Non-Festive,Low Income,10.06,2024-10-19
PROD01868,Molestiae Jeans,Apparel,8028.85,7823.91,2.55,26,24.73,North,Non-Festive,Mid Income,10.79,2024-09-12
PROD01869,Ducimus Rice,Grocery,7159.75,6613.07,7.64,19,6.86,Maharashtra,Festive,Mid Income,4.1,2024-10-12
PROD01870,Minus Jeans,Grocery,23759.15,16822.32,29.2,23,24.56,South,Festive,Mid Income,1.33,2025-01-04
PROD01871,Placeat Shoes,Electronics,8749.64,5977.89,31.68,14,16.19,West Bengal,Festive,Low Income,2.0,2025-03-27
PROD01872,Animi Shirt,Grocery,23847.43,19329.37,18.95,15,7.37,West Bengal,Non-Festive,High Income,13.17,2024-06-09
PROD01873,Ipsa Oil,Electronics,42250.26,36316.46,14.04,13,11.96,North,Non-Festive,Low Income,5.67,2025-04-02
PROD01874,Beatae Rice,Electronics,25045.72,22454.61,10.35,16,12.48,Tamil Nadu,Non-Festive,Low Income,11.99,2025-01-23
PROD01875,Facere Snack,Grocery,36249.81,28295.29,21.94,15,22.92,Central,Festive,Mid Income,5.99,2024-07-27
PROD01876,Vel TV,Apparel,12578.58,12436.69,1.13,28,24.66,Maharashtra,Non-Festive,Mid Income,11.47,2024-11-30
PROD01877,Debitis TV,Electronics,13362.8,13304.63,0.44,14,18.33,Maharashtra,Non-Festive,Mid Income,12.6,2024-11-14
PROD01878,Perspiciatis Snack,Apparel,29729.78,17871.06,39.89,19,13.27,Maharashtra,Festive,Mid Income,4.93,2025-04-14
PROD01879,Molestias Rice,Electronics,42636.25,31330.0,26.52,23,15.19,West Bengal,Non-Festive,Mid Income,14.93,2024-08-13
PROD01880,Earum Phone,Apparel,26602.4,16211.35,39.06,19,20.62,Tamil Nadu,Festive,Mid Income,2.64,2024-08-19
PROD01881,Exercitationem Laptop,Apparel,9994.24,9424.94,5.7,19,20.79,Central,Non-Festive,Mid Income,8.44,2024-05-09
PROD01882,Illum Jeans,Electronics,10969.8,6497.78,40.77,16,9.53,Tamil Nadu,Festive,Mid Income,9.98,2025-04-01
PROD01883,Inventore Rice,Electronics,30889.04,16637.79,46.14,17,17.51,East,Festive,Mid Income,2.31,2025-03-29
PROD01884,Quos Oil,Electronics,5259.32,3856.73,26.67,22,19.18,South,Festive,Low Income,0.5,2024-10-11
PROD01885,Magnam Shoes,Apparel,3367.31,3189.79,5.27,17,23.74,Tamil Nadu,Festive,High Income,1.78,2025-02-01
PROD01886,Natus Snack,Apparel,5229.36,4907.1,6.16,20,16.68,South,Festive,Mid Income,2.18,2025-01-03
PROD01887,A Mixer,Grocery,19677.99,17767.43,9.71,23,28.42,East,Non-Festive,High Income,9.56,2024-05-19
PROD01888,Hic Rice,Apparel,17783.07,16135.83,9.26,14,21.64,Central,Non-Festive,Low Income,14.56,2025-03-09
PROD01889,Incidunt Mixer,Electronics,207.11,109.26,47.24,35,23.05,West,Festive,Mid Income,7.43,2024-07-28
PROD01890,Recusandae Shoes,Grocery,8167.44,4899.26,40.01,18,19.66,Delhi,Festive,Low Income,11.91,2024-09-15
PROD01891,Consequuntur Jeans,Apparel,17440.85,14666.52,15.91,19,26.14,Maharashtra,Festive,High Income,1.58,2024-11-12
PROD01892,Id TV,Apparel,21555.03,12754.36,40.83,21,13.99,Maharashtra,Non-Festive,High Income,5.29,2024-12-03
PROD01893,Dolorum Shirt,Electronics,20174.63,12385.86,38.61,20,5.8,Karnataka,Festive,High Income,2.36,2024-09-17
PROD01894,Nam Mixer,Grocery,16048.94,13198.13,17.76,29,7.86,West,Non-Festive,Low Income,10.3,2024-10-19
PROD01895,Temporibus TV,Grocery,40614.88,40005.96,1.5,18,15.71,North,Non-Festive,Low Income,14.38,2025-02-07
PROD01896,Quisquam Phone,Apparel,20859.41,20768.2,0.44,17,14.81,West,Festive,High Income,4.92,2024-10-12
PROD01897,Delectus Rice,Electronics,32259.21,27007.03,16.28,16,16.18,East,Non-Festive,Low Income,4.62,2025-03-02
PROD01898,Minima Rice,Grocery,41641.43,40696.27,2.27,24,18.47,Delhi,Non-Festive,High Income,6.56,2024-08-13
PROD01899,Unde Snack,Grocery,42700.58,40115.17,6.05,24,15.2,West,Festive,Low Income,1.57,2025-04-04
PROD01900,Hic Oil,Apparel,42865.11,37411.82,12.72,20,6.16,Maharashtra,Non-Festive,Low Income,11.41,2025-02-19
PROD01901,Esse TV,Grocery,24782.9,22564.56,8.95,17,24.99,West Bengal,Non-Festive,Low Income,13.72,2024-11-16
PROD01902,Vel Shirt,Apparel,33099.93,30703.95,7.24,23,28.37,Delhi,Non-Festive,Low Income,1.35,2024-09-22
PROD01903,Amet Laptop,Grocery,15802.08,13730.88,13.11,23,19.48,East,Non-Festive,Mid Income,5.4,2025-02-12
PROD01904,Dolorem Shirt,Apparel,43106.02,27223.78,36.84,16,16.7,Delhi,Festive,Low Income,13.08,2025-02-08
PROD01905,Consequuntur Jeans,Electronics,10744.15,8356.61,22.22,22,7.85,Delhi,Festive,Low Income,2.31,2025-04-28
PROD01906,Perferendis Shirt,Electronics,39406.47,26339.27,33.16,19,28.08,Karnataka,Non-Festive,Low Income,10.31,2024-09-19
PROD01907,Aperiam Mixer,Grocery,23542.39,12609.76,46.44,19,14.04,Tamil Nadu,Non-Festive,Low Income,2.91,2024-08-09
PROD01908,Soluta Jeans,Grocery,15009.48,14999.31,0.07,22,24.39,Maharashtra,Non-Festive,Mid Income,10.93,2024-06-08
PROD01909,Fuga Jeans,Apparel,19044.95,9986.7,47.56,22,9.83,Tamil Nadu,Festive,High Income,9.81,2024-05-20
PROD01910,Voluptatem Snack,Apparel,29454.65,25343.67,13.96,22,27.72,West,Festive,High Income,14.3,2024-12-23
PROD01911,Atque Shoes,Grocery,46506.17,39820.73,14.38,21,22.8,Delhi,Festive,High Income,8.34,2024-08-26
PROD01912,Sapiente Snack,Apparel,4967.4,3404.14,31.47,13,12.83,North,Festive,High Income,6.84,2024-05-01
PROD01913,Vero Rice,Apparel,45981.92,37685.52,18.04,15,23.96,Tamil Nadu,Festive,Low Income,7.76,2024-09-19
PROD01914,Laborum Laptop,Apparel,40803.86,39162.36,4.02,14,12.61,Karnataka,Festive,Low Income,9.0,2024-05-29
PROD01915,Eos Laptop,Apparel,29407.44,18946.51,35.57,20,10.37,South,Non-Festive,Mid Income,14.46,2024-08-26
PROD01916,Numquam Oil,Grocery,6604.45,5999.52,9.16,17,25.19,North,Non-Festive,High Income,0.88,2024-07-14
PROD01917,Blanditiis Shoes,Grocery,40641.52,21755.98,46.47,17,28.25,Tamil Nadu,Non-Festive,High Income,8.78,2024-05-02
PROD01918,Ratione Rice,Apparel,34562.53,17491.0,49.39,20,6.3,East,Festive,Mid Income,7.63,2024-07-28
PROD01919,Magnam Oil,Electronics,24916.2,22658.5,9.06,16,7.18,Karnataka,Non-Festive,High Income,14.53,2024-05-11
PROD01920,Error Jeans,Electronics,44304.78,27608.83,37.68,23,27.16,West,Festive,High Income,11.77,2024-09-25
PROD01921,Repudiandae Oil,Apparel,33256.27,16764.1,49.59,15,28.68,West Bengal,Non-Festive,High Income,13.11,2024-12-12
PROD01922,Exercitationem Phone,Electronics,14502.79,7575.48,47.77,16,22.66,Central,Festive,Low Income,1.14,2025-02-19
PROD01923,Aperiam Rice,Grocery,2276.64,1633.59,28.25,17,15.76,Tamil Nadu,Festive,Mid Income,12.84,2024-10-12
PROD01924,Distinctio Snack,Apparel,37990.77,32063.69,15.6,26,17.93,Maharashtra,Festive,High Income,11.33,2025-02-16
PROD01925,Aliquam TV,Electronics,12847.91,12772.98,0.58,15,14.27,Central,Festive,Low Income,7.51,2024-08-25
PROD01926,Dolore Snack,Electronics,14097.93,7766.3,44.91,21,28.6,Maharashtra,Non-Festive,Low Income,4.78,2024-12-23
PROD01927,Omnis Mixer,Electronics,22540.72,22139.55,1.78,21,22.04,South,Festive,Low Income,5.3,2025-04-24
PROD01928,Incidunt Snack,Electronics,37523.39,26708.73,28.82,16,28.7,East,Non-Festive,Low Income,9.76,2024-06-04
PROD01929,Sit TV,Grocery,46223.56,41921.32,9.31,10,27.6,Maharashtra,Non-Festive,Low Income,1.46,2024-08-06
PROD01930,Inventore Mixer,Electronics,10891.97,9574.13,12.1,17,22.13,South,Festive,Mid Income,3.64,2024-07-12
PROD01931,Quas Shirt,Electronics,44112.61,43597.56,1.17,12,10.85,Central,Non-Festive,Mid Income,9.93,2024-12-28
PROD01932,Sit Mixer,Grocery,30258.19,29699.83,1.85,20,16.23,West Bengal,Non-Festive,High Income,4.44,2024-06-01
PROD01933,In Oil,Electronics,42793.4,35300.15,17.51,18,21.85,West Bengal,Festive,High Income,11.85,2024-05-23
PROD01934,Porro Jeans,Grocery,42425.57,23810.08,43.88,24,16.72,West,Non-Festive,High Income,11.04,2024-08-31
PROD01935,Earum Oil,Apparel,19679.97,14112.18,28.29,16,16.06,Maharashtra,Festive,Low Income,7.55,2025-03-25
PROD01936,Quasi Phone,Electronics,33938.88,24804.12,26.92,19,15.58,West,Non-Festive,High Income,11.84,2024-11-26
PROD01937,Ab Snack,Apparel,47335.66,32654.45,31.02,21,9.47,South,Non-Festive,Mid Income,2.41,2025-04-08
PROD01938,Iusto Snack,Grocery,33651.99,24644.47,26.77,22,14.64,West Bengal,Non-Festive,High Income,12.21,2024-09-18
PROD01939,Nam TV,Apparel,22962.15,19469.1,15.21,20,29.7,Maharashtra,Festive,Mid Income,3.04,2025-01-15
PROD01940,Veniam Mixer,Electronics,18660.87,10450.36,44.0,15,11.41,East,Festive,High Income,10.32,2024-05-23
PROD01941,Quidem Oil,Grocery,7251.35,5526.97,23.78,12,12.76,Tamil Nadu,Non-Festive,High Income,10.43,2024-08-11
PROD01942,Vitae Phone,Grocery,49939.96,31146.26,37.63,19,29.08,Delhi,Festive,Mid Income,9.15,2024-12-15
PROD01943,Rem Phone,Electronics,32925.14,17910.52,45.6,19,17.8,Maharashtra,Non-Festive,High Income,8.17,2025-02-10
PROD01944,Ducimus Rice,Apparel,13900.19,13874.28,0.19,13,24.29,Central,Festive,Low Income,13.23,2025-02-27
PROD01945,Adipisci Laptop,Grocery,3814.99,2902.94,23.91,12,11.16,Central,Festive,Low Income,10.02,2024-08-01
PROD01946,Quas Shoes,Apparel,37720.59,26317.36,30.23,23,15.07,West,Festive,Low Income,5.3,2024-10-29
PROD01947,Ad Jeans,Grocery,42768.07,32024.88,25.12,17,20.56,West Bengal,Non-Festive,High Income,11.78,2025-04-17
PROD01948,Et Mixer,Apparel,21447.05,11769.97,45.12,20,11.26,North,Festive,Low Income,3.22,2024-11-17
PROD01949,Temporibus Phone,Electronics,47808.46,25337.33,47.0,12,14.62,West Bengal,Non-Festive,High Income,5.17,2024-10-07
PROD01950,Quasi Jeans,Grocery,16491.16,15383.86,6.71,20,16.9,Delhi,Festive,High Income,11.69,2024-08-28
PROD01951,Similique Shoes,Grocery,37827.45,32106.77,15.12,22,26.04,South,Festive,High Income,14.54,2024-07-05
PROD01952,Consequatur Mixer,Electronics,13222.82,11478.2,13.19,24,22.32,West Bengal,Festive,Low Income,13.66,2024-08-30
PROD01953,Veniam Mixer,Electronics,16863.27,12674.7,24.84,21,27.91,Delhi,Non-Festive,High Income,4.6,2024-11-13
PROD01954,Eaque Oil,Grocery,30308.98,24518.37,19.11,21,29.17,Maharashtra,Non-Festive,Low Income,12.72,2024-06-12
PROD01955,Libero Laptop,Electronics,1929.64,1583.06,17.96,18,16.82,Maharashtra,Festive,Low Income,8.17,2024-09-23
PROD01956,Iure Shoes,Apparel,10619.89,7784.91,26.7,19,15.5,West,Festive,Low Income,6.6,2025-04-11
PROD01957,Totam Shirt,Grocery,8899.65,6718.94,24.5,18,19.01,North,Festive,Low Income,7.68,2024-09-29
PROD01958,Tempora Mixer,Apparel,16466.59,12635.02,23.27,15,27.45,North,Non-Festive,Low Income,10.53,2024-09-13
PROD01959,Ullam Rice,Apparel,38895.49,36693.73,5.66,26,5.49,Maharashtra,Non-Festive,Mid Income,7.07,2024-10-11
PROD01960,Sequi Mixer,Grocery,45389.32,33150.86,26.96,30,10.8,West,Non-Festive,Low Income,0.94,2024-09-08
PROD01961,Corrupti Laptop,Electronics,732.36,710.77,2.95,16,25.94,Maharashtra,Festive,High Income,0.68,2025-02-17
PROD01962,Quos Laptop,Grocery,12936.39,8949.72,30.82,19,18.05,East,Non-Festive,Mid Income,7.15,2024-11-15
PROD01963,Dicta TV,Electronics,1366.91,940.82,31.17,26,25.83,South,Non-Festive,Mid Income,6.64,2024-10-13
PROD01964,Minima Oil,Apparel,43076.04,37463.43,13.03,22,21.29,North,Non-Festive,Mid Income,12.07,2025-04-13
PROD01965,Consectetur Jeans,Grocery,10016.8,9339.1,6.77,15,25.33,Delhi,Festive,Mid Income,3.34,2025-02-02
PROD01966,Culpa Shirt,Apparel,38557.82,23167.95,39.91,27,15.46,South,Non-Festive,High Income,8.76,2024-07-09
PROD01967,Ipsum Jeans,Electronics,1761.92,1083.24,38.52,16,5.25,Maharashtra,Festive,Low Income,9.35,2024-07-11
PROD01968,Itaque Jeans,Electronics,19979.37,10529.05,47.3,16,21.85,Central,Festive,High Income,2.68,2024-08-15
PROD01969,Omnis Oil,Grocery,17995.38,13979.63,22.32,22,17.43,North,Non-Festive,High Income,2.7,2024-10-05
PROD01970,Et Phone,Electronics,16533.77,13925.14,15.78,21,29.58,Tamil Nadu,Non-Festive,Mid Income,10.93,2024-11-21
PROD01971,Deleniti Mixer,Electronics,28551.81,24231.81,15.13,22,8.01,Karnataka,Non-Festive,Low Income,3.42,2024-05-08
PROD01972,Similique TV,Grocery,19626.31,17858.14,9.01,19,20.49,Tamil Nadu,Non-Festive,High Income,3.68,2025-01-30
PROD01973,Vitae Mixer,Electronics,20221.21,16685.2,17.49,18,12.53,North,Festive,Mid Income,3.75,2024-06-23
PROD01974,Quod Jeans,Apparel,9541.25,8931.58,6.39,24,17.56,Central,Festive,High Income,10.23,2024-06-03
PROD01975,Corporis Shirt,Grocery,20783.83,11721.71,43.6,23,6.83,Karnataka,Festive,Mid Income,9.93,2024-05-03
PROD01976,Nulla Laptop,Grocery,37080.45,30649.2,17.34,20,26.53,South,Festive,High Income,14.35,2024-06-23
PROD01977,Deleniti Oil,Apparel,16222.05,11783.05,27.36,18,27.29,South,Festive,High Income,7.04,2024-08-10
PROD01978,Vitae Shirt,Apparel,42868.55,41441.38,3.33,20,17.29,West,Festive,Low Income,3.22,2024-10-18
PROD01979,Culpa Laptop,Grocery,8389.96,7212.29,14.04,20,7.09,Delhi,Festive,Low Income,6.38,2024-08-20
PROD01980,Accusantium Mixer,Grocery,42347.0,37613.84,11.18,21,19.53,West,Non-Festive,Low Income,7.84,2024-05-29
PROD01981,Nostrum Oil,Electronics,30826.77,17155.67,44.35,16,12.17,Tamil Nadu,Festive,High Income,2.93,2024-05-24
PROD01982,Excepturi Phone,Grocery,21246.49,19334.15,9.0,24,5.62,West,Festive,Low Income,11.52,2025-01-22
PROD01983,Deleniti Jeans,Apparel,1858.31,1119.14,39.78,22,25.74,West Bengal,Festive,High Income,1.45,2025-01-15
PROD01984,Necessitatibus Oil,Electronics,6415.73,5508.97,14.13,18,8.23,Maharashtra,Festive,Low Income,0.39,2024-06-21
PROD01985,Eveniet Shoes,Grocery,20771.49,18578.4,10.56,13,28.13,Delhi,Non-Festive,Low Income,2.5,2024-07-13
PROD01986,Libero Laptop,Electronics,43908.61,43696.53,0.48,27,21.58,East,Festive,Mid Income,0.51,2024-10-27
PROD01987,Repellendus Jeans,Apparel,47845.89,40870.87,14.58,22,8.58,Tamil Nadu,Festive,High Income,1.73,2024-07-28
PROD01988,Deserunt Oil,Apparel,46490.86,44856.98,3.51,23,11.66,East,Festive,Mid Income,1.19,2024-05-05
PROD01989,Debitis Rice,Apparel,13776.72,11282.23,18.11,21,29.42,West Bengal,Non-Festive,High Income,10.37,2025-03-06
PROD01990,Reprehenderit Snack,Apparel,12901.13,12559.87,2.65,24,21.21,Delhi,Non-Festive,Mid Income,10.89,2025-01-20
PROD01991,Ipsa Rice,Grocery,37001.73,35813.49,3.21,28,17.05,West Bengal,Non-Festive,High Income,4.9,2024-08-17
PROD01992,Quia Jeans,Grocery,47033.59,38695.84,17.73,21,28.85,Karnataka,Festive,Low Income,2.97,2024-12-16
PROD01993,Ducimus TV,Grocery,6753.97,5241.08,22.4,15,5.76,Maharashtra,Non-Festive,High Income,11.52,2024-07-25
PROD01994,Officiis Jeans,Grocery,18941.43,15793.25,16.62,16,14.59,Tamil Nadu,Non-Festive,Low Income,2.38,2024-09-17
PROD01995,Ullam Shoes,Electronics,41836.39,41340.74,1.18,20,25.46,Tamil Nadu,Festive,Mid Income,5.85,2024-07-21
PROD01996,Aut Jeans,Grocery,24650.14,22455.12,8.9,24,28.88,Tamil Nadu,Non-Festive,High Income,8.55,2024-05-30
PROD01997,Repellat Jeans,Apparel,42133.92,22350.99,46.95,18,24.6,North,Festive,Low Income,8.28,2024-06-14
PROD01998,Beatae Mixer,Grocery,5925.95,4231.92,28.59,24,20.93,Delhi,Festive,Low Income,6.43,2024-10-18
PROD01999,Quam Rice,Apparel,38873.74,22274.95,42.7,21,8.21,Delhi,Non-Festive,Low Income,8.3,2024-11-23
PROD02000,Incidunt TV,Grocery,19541.3,19039.78,2.57,18,18.42,Central,Non-Festive,High Income,10.0,2024-09-08
PROD02001,Nihil Jeans,Apparel,34683.41,34552.09,0.38,15,19.37,Karnataka,Non-Festive,Low Income,3.67,2025-01-11
PROD02002,Ullam Phone,Grocery,14728.33,8971.38,39.09,18,25.71,West Bengal,Non-Festive,High Income,5.87,2024-12-07
PROD02003,Explicabo Snack,Apparel,34625.77,27969.32,19.22,21,21.73,West Bengal,Non-Festive,Low Income,10.31,2024-06-22
PROD02004,Earum Phone,Electronics,35135.01,28650.08,18.46,19,26.14,North,Festive,High Income,1.9,2024-05-18
PROD02005,Quia Mixer,Apparel,21024.92,18520.66,11.91,27,19.52,Tamil Nadu,Non-Festive,High Income,5.16,2024-07-02
PROD02006,Libero Rice,Apparel,48462.42,44572.24,8.03,19,8.39,South,Festive,Low Income,0.48,2024-11-19
PROD02007,Velit Shirt,Electronics,124.4,72.87,41.42,21,23.73,East,Festive,Low Income,3.15,2025-04-19
PROD02008,Consequuntur Snack,Grocery,33742.95,32706.93,3.07,14,20.9,West Bengal,Non-Festive,High Income,6.14,2025-02-18
PROD02009,Ducimus TV,Grocery,45445.1,34121.19,24.92,21,13.7,West Bengal,Festive,Low Income,4.01,2024-06-25
PROD02010,Odit Oil,Electronics,42888.43,35159.23,18.02,23,25.49,Maharashtra,Non-Festive,Low Income,11.79,2025-01-21
PROD02011,Velit Rice,Grocery,28279.41,24385.09,13.77,23,27.08,West Bengal,Non-Festive,Mid Income,6.15,2025-02-23
PROD02012,At Shirt,Electronics,44798.06,27758.15,38.04,17,23.35,West Bengal,Non-Festive,High Income,4.79,2025-01-16
PROD02013,Optio Snack,Apparel,5485.83,3074.94,43.95,16,17.1,South,Non-Festive,Mid Income,14.16,2024-09-22
PROD02014,Illum Shirt,Electronics,27219.65,24565.88,9.75,21,12.73,Delhi,Festive,High Income,9.53,2024-12-25
PROD02015,Ipsum Oil,Apparel,49067.41,47178.08,3.85,20,10.71,Central,Non-Festive,Low Income,10.64,2025-04-18
PROD02016,Recusandae Phone,Apparel,49578.69,40281.37,18.75,16,25.76,Karnataka,Festive,High Income,13.01,2025-03-05
